Kode Barang,Stock Opname,HOT,SO,PO
91307PJ4000,0.00,0.00,0.00,0.00
91307PK2005,0.00,0.00,0.00,0.00
91307PLC004,0.00,0.00,0.00,0.00
91307PLC005,0.00,0.00,0.00,0.00
91307PY3000,0.00,0.00,0.00,0.00
91307PY4003,0.00,0.00,0.00,0.00
91308283000,0.00,0.00,0.00,0.00
913085R7A01,0.00,0.00,0.00,0.00
91308GB4701,0.00,0.00,0.00,0.00
91308GFM900,0.00,0.00,0.00,0.00
91308HN0A10,0.00,0.00,0.00,0.00
91308K0JN00,0.00,0.00,0.00,0.00
91308KVRC00,0.00,0.00,0.00,0.00
91308PY4003,0.00,0.00,0.00,0.00
91309425003,0.00,0.00,0.00,0.00
91309425004,0.00,0.00,0.00,0.00
91309GB2701,0.00,0.00,0.00,0.00
91309GES003,0.00,0.00,0.00,0.00
91309GFC771,0.00,0.00,0.00,0.00
91309K0Z901,0.00,0.00,0.00,0.00
91309KEE630,0.00,0.00,0.00,0.00
91309MJ0003,0.00,0.00,0.00,0.00
91309ML7003,0.00,0.00,0.00,0.00
91309PX4003,0.00,0.00,0.00,0.00
91310KE8003,0.00,0.00,0.00,0.00
91310MGED01,0.00,0.00,0.00,0.00
91311MB0003,0.00,0.00,0.00,0.00
91311PA9004,0.00,0.00,0.00,0.00
91311RFH003,0.00,0.00,0.00,0.00
91312107000,0.00,0.00,0.00,0.00
91312KE7003,0.00,0.00,0.00,0.00
91312KWWC00,0.00,0.00,0.00,0.00
91313393003,0.00,0.00,0.00,0.00
91313K04930,0.00,0.00,0.00,0.00
91313MA6005,0.00,0.00,0.00,0.00
91313MB0003,0.00,0.00,0.00,0.00
91314MCF000,0.00,0.00,0.00,0.00
91314PC9004,0.00,0.00,0.00,0.00
91315MB0013,0.00,0.00,0.00,0.00
91315MGSD20,0.00,0.00,0.00,0.00
91315MJPG51,0.00,0.00,0.00,0.00
91315PC9004,0.00,0.00,0.00,0.00
91316MKCA01,0.00,0.00,0.00,0.00
91316PE7730,0.00,0.00,0.00,0.00
91316PT6003,0.00,0.00,0.00,0.00
91317171003,0.00,0.00,0.00,0.00
91317171004,0.00,0.00,0.00,0.00
91320K0Z901,0.00,0.00,0.00,0.00
91320KE1000,0.00,0.00,0.00,0.00
91320MB0000,0.00,0.00,0.00,0.00
91320MB0008,0.00,0.00,0.00,0.00
91320RT4003,0.00,0.00,0.00,0.00
91322K0ADB0,0.00,0.00,0.00,0.00
91322K56N00,0.00,0.00,0.00,0.00
91322K87A30,0.00,0.00,0.00,0.00
91322PT0003,0.00,0.00,0.00,0.00
91322PT0004,0.00,0.00,0.00,0.00
91323K56N00,0.00,0.00,0.00,0.00
91333PNC006,0.00,0.00,0.00,0.00
91335567000,0.00,0.00,0.00,0.00
91343MJHY00,0.00,0.00,0.00,0.00
91344PC9003,0.00,0.00,0.00,0.00
91344PC9004,0.00,0.00,0.00,0.00
91351642000,0.00,0.00,0.00,0.00
91351GHB610,0.00,0.00,0.00,0.00
91351GR1000,0.00,0.00,0.00,0.00
91351GS2701,0.00,0.00,0.00,0.00
91351HM8A51,0.00,0.00,0.00,0.00
91351K64N00,0.00,0.00,0.00,0.00
91351K87A30,0.00,0.00,0.00,0.00
91351KRFH71,0.00,0.00,0.00,0.00
91351KZ3731,0.00,0.00,0.00,0.00
91351MAC671,0.00,0.00,0.00,0.00
91351MAE003,0.00,0.00,0.00,0.00
91351MGJD01,0.00,0.00,0.00,0.00
91351MGSD30,0.00,0.00,0.00,0.00
91351MKCA00,0.00,0.00,0.00,0.00
91352671003,0.00,0.00,0.00,0.00
91352671004,0.00,0.00,0.00,0.00
91352GAZ930,0.00,0.00,0.00,0.00
91352KM1003,0.00,0.00,0.00,0.00
91352KM1005,0.00,0.00,0.00,0.00
91352KSP900,0.00,0.00,0.00,0.00
91352MCF003,0.00,0.00,0.00,0.00
91352MENA11,0.00,0.00,0.00,0.00
91352MGE003,0.00,0.00,0.00,0.00
91352MKFD41,0.00,0.00,0.00,0.00
91353MEC003,0.00,0.00,0.00,0.00
91354MCT003,0.00,0.00,0.00,0.00
91354MEJ641,0.00,0.00,0.00,0.00
91355MGE700,0.00,0.00,0.00,0.00
91356169003,0.00,0.00,0.00,0.00
91356425003,0.00,0.00,0.00,0.00
91356425004,0.00,0.00,0.00,0.00
91356425005,0.00,0.00,0.00,0.00
91356GBB003,0.00,0.00,0.00,0.00
91356GJKJ01,0.00,0.00,0.00,0.00
91356GM0003,0.00,0.00,0.00,0.00
91356K0RV01,0.00,0.00,0.00,0.00
91356K1NV01,0.00,0.00,0.00,0.00
91356K45NL1,0.00,0.00,0.00,0.00
91356KA4711,0.00,0.00,0.00,0.00
91356KEV880,0.00,0.00,0.00,0.00
91356KF0003,0.00,0.00,0.00,0.00
91356KFG003,0.00,0.00,0.00,0.00
91356KGH901,0.00,0.00,0.00,0.00
91356KGH902,0.00,0.00,0.00,0.00
91356KVG901,0.00,0.00,0.00,0.00
91356KWV000,0.00,0.00,0.00,0.00
91356KWW662,0.00,0.00,0.00,0.00
91356KZ3003,0.00,0.00,0.00,0.00
91356MW0003,0.00,0.00,0.00,0.00
91357ME4003,0.00,0.00,0.00,0.00
91372KPH900,0.00,0.00,0.00,0.00
91384KVB900,12.00,0.00,0.00,0.00
91391MKCA00,0.00,0.00,0.00,0.00
91391MKCA01,0.00,0.00,0.00,0.00
91405KGH901,0.00,0.00,0.00,0.00
91405KT0680,0.00,0.00,0.00,0.00
91405MG1000,0.00,0.00,0.00,0.00
91405TK8A01,0.00,0.00,0.00,0.00
91406166000,0.00,0.00,0.00,0.00
91406KFN850,0.00,0.00,0.00,0.00
91406MS8000,0.00,0.00,0.00,0.00
91410679000,0.00,0.00,0.00,0.00
91410MN1671,0.00,0.00,0.00,0.00
91411679000,0.00,0.00,0.00,0.00
91413679000,0.00,0.00,0.00,0.00
91414671000,0.00,0.00,0.00,0.00
91422GFM970,0.00,0.00,0.00,0.00
91422KVB900,0.00,0.00,0.00,0.00
91455KEA000,0.00,0.00,0.00,0.00
91456371770,0.00,0.00,0.00,0.00
91456K15920,0.00,0.00,0.00,0.00
91456K45N40,0.00,0.00,0.00,0.00
91456MCWD01,0.00,0.00,0.00,0.00
91456MW3600,0.00,0.00,0.00,0.00
91463MAL600,0.00,0.00,0.00,0.00
91475GFC770,0.00,0.00,0.00,0.00
91501MGSD30,0.00,0.00,0.00,0.00
91501MLAA01,0.00,0.00,0.00,0.00
91504SL0003,0.00,0.00,0.00,0.00
91505K01900,0.00,0.00,0.00,0.00
91506SZH003,0.00,0.00,0.00,0.00
91507693003,0.00,0.00,0.00,0.00
91507SNA003,0.00,0.00,0.00,0.00
91508K64N00,0.00,0.00,0.00,0.00
91508MGPD00,0.00,0.00,0.00,0.00
91508MKFD40,0.00,0.00,0.00,0.00
91508MM5000,0.00,0.00,0.00,0.00
91509GE2760,0.00,0.00,0.00,0.00
91509K56N10,0.00,0.00,0.00,0.00
91509K64N00,0.00,0.00,0.00,0.00
91509KPH880,0.00,0.00,0.00,0.00
91509KVB900,0.00,0.00,0.00,0.00
91531SR3003,0.00,0.00,0.00,0.00
91533MGSD30,0.00,0.00,0.00,0.00
91533S04003,0.00,0.00,0.00,0.00
91533S5A003,0.00,0.00,0.00,0.00
91533S82003,0.00,0.00,0.00,0.00
91533SDA003,0.00,0.00,0.00,0.00
91533SFE003,0.00,0.00,0.00,0.00
91534SWA003,0.00,0.00,0.00,0.00
91535STK003,0.00,0.00,0.00,0.00
91535TA0003,0.00,0.00,0.00,0.00
91535TL4003,0.00,0.00,0.00,0.00
91536STK003,0.00,0.00,0.00,0.00
91540K29901,0.00,0.00,0.00,0.00
91540KPH901,0.00,0.00,0.00,0.00
91540KPH902,0.00,0.00,0.00,0.00
91540KVC900,0.00,0.00,0.00,0.00
91540KZL931,0.00,0.00,0.00,0.00
91540MCAS41,0.00,0.00,0.00,0.00
91540MEC000,0.00,0.00,0.00,0.00
91540S0A003,0.00,0.00,0.00,0.00
91540S30003,0.00,0.00,0.00,0.00
91540S7S003,0.00,0.00,0.00,0.00
91540STK003,0.00,0.00,0.00,0.00
91540TA0003,0.00,0.00,0.00,0.00
91540TAA003,0.00,0.00,0.00,0.00
91541S0A003,0.00,0.00,0.00,0.00
91541S6M003,0.00,0.00,0.00,0.00
91541SYP003,0.00,0.00,0.00,0.00
91542KZL951,0.00,0.00,0.00,0.00
91542SNA003,0.00,0.00,0.00,0.00
91542SWY003,0.00,0.00,0.00,0.00
91545TA0003,0.00,0.00,0.00,0.00
91547SF4003,0.00,0.00,0.00,0.00
91549MCA000,0.00,0.00,0.00,0.00
91549MW0790ZA,0.00,0.00,0.00,0.00
91549MW0790ZC,0.00,0.00,0.00,0.00
91549TA0003,0.00,0.00,0.00,0.00
91551883T00,0.00,0.00,0.00,0.00
91551RMX003,0.00,0.00,0.00,0.00
91551SF4003,0.00,0.00,0.00,0.00
91554SM4003,0.00,0.00,0.00,0.00
91556SP0003,0.00,0.00,0.00,0.00
91558P5GA01,0.00,0.00,0.00,0.00
91558P8CA01,0.00,0.00,0.00,0.00
91558SD5003,0.00,0.00,0.00,0.00
91560MS8600,0.00,0.00,0.00,0.00
91565S0X003,0.00,0.00,0.00,0.00
91565S3Y003,0.00,0.00,0.00,0.00
91565SD5003,0.00,0.00,0.00,0.00
91565SEL003,0.00,0.00,0.00,0.00
91568SP0003,0.00,0.00,0.00,0.00
91570MS8600,0.00,0.00,0.00,0.00
91570SH3003,0.00,0.00,0.00,0.00
91571MCAP00,0.00,0.00,0.00,0.00
91577SM4003,0.00,0.00,0.00,0.00
91580SL0A01,0.00,0.00,0.00,0.00
91580SM4003,0.00,0.00,0.00,0.00
91593MGZJ01,0.00,0.00,0.00,0.00
91599SF0003,0.00,0.00,0.00,0.00
91600K84A00,0.00,0.00,0.00,0.00
91700K84A00,0.00,0.00,0.00,0.00
91764TLA003,0.00,0.00,0.00,0.00
91771MKGD81,0.00,0.00,0.00,0.00
91771MKKH11,0.00,0.00,0.00,0.00
92101050080H,0.00,0.00,0.00,0.00
92101050084J,0.00,0.00,0.00,0.00
92101050120A,0.00,0.00,0.00,0.00
92101050140A,0.00,0.00,0.00,0.00
92101050160H,0.00,0.00,0.00,0.00
92101050200A,0.00,0.00,0.00,0.00
92101050280A,0.00,0.00,0.00,0.00
92101060080A,0.00,0.00,0.00,0.00
9210106010,0.00,0.00,0.00,0.00
92101060100A,0.00,0.00,0.00,0.00
92101060120A,0.00,0.00,0.00,0.00
92101060120G,0.00,0.00,0.00,0.00
92101060140A,0.00,0.00,0.00,0.00
92101060200A,0.00,0.00,0.00,0.00
92101060201A,0.00,0.00,0.00,0.00
92101060204J,0.00,0.00,0.00,0.00
92101060220A,0.00,0.00,0.00,0.00
92101060224J,0.00,0.00,0.00,0.00
92101060250A,0.00,0.00,0.00,0.00
92101080140G,0.00,0.00,0.00,0.00
92101080160A,0.00,0.00,0.00,0.00
92101080200A,0.00,0.00,0.00,0.00
92101080250A,0.00,0.00,0.00,0.00
92101080250H,0.00,0.00,0.00,0.00
92101080280A,0.00,0.00,0.00,0.00
92101080350A,0.00,0.00,0.00,0.00
92101080400A,0.00,0.00,0.00,0.00
92101080500B,0.00,0.00,0.00,0.00
921011050140A,0.00,0.00,0.00,0.00
92201050200A,0.00,0.00,0.00,0.00
92201060280H,0.00,0.00,0.00,0.00
92201060400A,0.00,0.00,0.00,0.00
92201100850H,0.00,0.00,0.00,0.00
92201100900H,0.00,0.00,0.00,0.00
92301060120A,0.00,0.00,0.00,0.00
92301060140A,0.00,0.00,0.00,0.00
92501060080G,0.00,0.00,0.00,0.00
92501060100A,0.00,0.00,0.00,0.00
92501060100G,0.00,0.00,0.00,0.00
92501060120A,0.00,0.00,0.00,0.00
92501060160A,0.00,0.00,0.00,0.00
92501060220A,0.00,0.00,0.00,0.00
92501060250A,0.00,0.00,0.00,0.00
92501060250G,0.00,0.00,0.00,0.00
92501060350A,0.00,0.00,0.00,0.00
92501060400A,0.00,0.00,0.00,0.00
92501060500A,0.00,0.00,0.00,0.00
92501060600A,0.00,0.00,0.00,0.00
92501060600G,0.00,0.00,0.00,0.00
92501080080A,0.00,0.00,0.00,0.00
92501080160A,0.00,0.00,0.00,0.00
92501080200A,0.00,0.00,0.00,0.00
92501080220A,0.00,0.00,0.00,0.00
92501080250A,0.00,0.00,0.00,0.00
9280012000,0.00,0.00,0.00,0.00
9281110000,0.00,0.00,0.00,0.00
9281110001,0.00,0.00,0.00,0.00
9281210000,0.00,0.00,0.00,0.00
92900060120B,0.00,0.00,0.00,0.00
92900060160E,0.00,0.00,0.00,0.00
92900060280B,0.00,0.00,0.00,0.00
92900060400B,0.00,0.00,0.00,0.00
92900080220B,0.00,0.00,0.00,0.00
92900080220E,0.00,0.00,0.00,0.00
92900080223E,0.00,0.00,0.00,0.00
92900080250B,0.00,0.00,0.00,0.00
92900080250E,0.00,0.00,0.00,0.00
92900080280E,0.00,0.00,0.00,0.00
92900080281E,0.00,0.00,0.00,0.00
92900080320E,0.00,0.00,0.00,0.00
92900080321E,0.00,0.00,0.00,0.00
92911060180E,0.00,0.00,0.00,0.00
92912060160B,0.00,0.00,0.00,0.00
92915100250E,0.00,0.00,0.00,0.00
92915100280E,0.00,0.00,0.00,0.00
93101060140A,0.00,0.00,0.00,0.00
93101100200B,0.00,0.00,0.00,0.00
93101KWB8A0,0.00,0.00,0.00,0.00
93301050060H,0.00,0.00,0.00,0.00
93301050100H,0.00,0.00,0.00,0.00
93301050120J,0.00,0.00,0.00,0.00
93301050160A,0.00,0.00,0.00,0.00
93301050200J,0.00,0.00,0.00,0.00
93301060120A,0.00,0.00,0.00,0.00
93301060250A,0.00,0.00,0.00,0.00
934010401600,0.00,0.00,0.00,0.00
934010501207,0.00,0.00,0.00,0.00
934010501208,0.00,0.00,0.00,0.00
934010501408,0.00,0.00,0.00,0.00
934010501600,0.00,0.00,0.00,0.00
934010502000,0.00,0.00,0.00,0.00
934010502508,0.00,0.00,0.00,0.00
934010503000,0.00,0.00,0.00,0.00
934010504008,0.00,0.00,0.00,0.00
934010601000,0.00,0.00,0.00,0.00
934010601200,0.00,0.00,0.00,0.00
934010601208,0.00,0.00,0.00,0.00
934010601400,0.00,0.00,0.00,0.00
934010601401,0.00,0.00,0.00,0.00
934010601408,0.00,0.00,0.00,0.00
934010601600,0.00,0.00,0.00,0.00
934010601608,0.00,0.00,0.00,0.00
934010602000,0.00,0.00,0.00,0.00
934010602508,0.00,0.00,0.00,0.00
934010602800,0.00,0.00,0.00,0.00
934010603008,0.00,0.00,0.00,0.00
934010801208,0.00,0.00,0.00,0.00
934010804000,0.00,0.00,0.00,0.00
934020501608,0.00,0.00,0.00,0.00
934020801600,0.00,0.00,0.00,0.00
934020802000,0.00,0.00,0.00,0.00
934030602500,0.00,0.00,0.00,0.00
934040401208,0.00,0.00,0.00,0.00
934040501008,0.00,0.00,0.00,0.00
934040501208,0.00,0.00,0.00,0.00
934040501400,0.00,0.00,0.00,0.00
934040501608,0.00,0.00,0.00,0.00
934040502000,0.00,0.00,0.00,0.00
934040502008,0.00,0.00,0.00,0.00
934040601000,0.00,0.00,0.00,0.00
934040601007,0.00,0.00,0.00,0.00
934040601200,0.00,0.00,0.00,0.00
934040601207,0.00,0.00,0.00,0.00
934040601208,0.00,0.00,0.00,0.00
934040601209,0.00,0.00,0.00,0.00
934040601400,0.00,0.00,0.00,0.00
934040601407,0.00,0.00,0.00,0.00
934040601408,0.00,0.00,0.00,0.00
934040601600,0.00,0.00,0.00,0.00
934040601607,0.00,0.00,0.00,0.00
934040601608,0.00,0.00,0.00,0.00
934040601800,0.00,0.00,0.00,0.00
934040602000,0.00,0.00,0.00,0.00
934040602007,0.00,0.00,0.00,0.00
934040602008,0.00,0.00,0.00,0.00
934040602500,0.00,0.00,0.00,0.00
934040602507,0.00,0.00,0.00,0.00
934040602508,0.00,0.00,0.00,0.00
934040602800,0.00,0.00,0.00,0.00
934040602807,0.00,0.00,0.00,0.00
934040603000,0.00,0.00,0.00,0.00
934040603007,0.00,0.00,0.00,0.00
934040603200,0.00,0.00,0.00,0.00
934040603208,0.00,0.00,0.00,0.00
934040603500,0.00,0.00,0.00,0.00
934040603507,0.00,0.00,0.00,0.00
934040604008,0.00,0.00,0.00,0.00
934040801600,0.00,0.00,0.00,0.00
934040801608,0.00,0.00,0.00,0.00
934040804004,0.00,0.00,0.00,0.00
934041002508,0.00,0.00,0.00,0.00
934060802507,0.00,0.00,0.00,0.00
934060802508,0.00,0.00,0.00,0.00
934060803007,0.00,0.00,0.00,0.00
934060804000,0.00,0.00,0.00,0.00
934110501600,0.00,0.00,0.00,0.00
934110502008,0.00,0.00,0.00,0.00
934110502500,0.00,0.00,0.00,0.00
934110502507,0.00,0.00,0.00,0.00
934110502508,0.00,0.00,0.00,0.00
934110503000,0.00,0.00,0.00,0.00
934110504008,0.00,0.00,0.00,0.00
934120802000,0.00,0.00,0.00,0.00
934140502508,0.00,0.00,0.00,0.00
934140601000,0.00,0.00,0.00,0.00
934140601207,0.00,0.00,0.00,0.00
934810601200,0.00,0.00,0.00,0.00
934810601600,0.00,0.00,0.00,0.00
934810602500,0.00,0.00,0.00,0.00
934810804000,0.00,0.00,0.00,0.00
934820801600,0.00,0.00,0.00,0.00
934820802000,0.00,0.00,0.00,0.00
935000060080B,0.00,0.00,0.00,0.00
93500030080A,0.00,0.00,0.00,0.00
93500030081A,0.00,0.00,0.00,0.00
93500030083C,0.00,0.00,0.00,0.00
93500030100A,0.00,0.00,0.00,0.00
93500030141H,0.00,0.00,0.00,0.00
93500030250A,0.00,0.00,0.00,0.00
93500030350A,0.00,0.00,0.00,0.00
93500040080G,0.00,0.00,0.00,0.00
93500040081H,0.00,0.00,0.00,0.00
93500040100G,0.00,0.00,0.00,0.00
93500040101H,0.00,0.00,0.00,0.00
93500040120A,0.00,0.00,0.00,0.00
93500040120G,0.00,0.00,0.00,0.00
93500040120H,0.00,0.00,0.00,0.00
93500040121H,0.00,0.00,0.00,0.00
93500040140A,0.00,0.00,0.00,0.00
93500040143C,0.00,0.00,0.00,0.00
93500040160G,0.00,0.00,0.00,0.00
93500040250G,0.00,0.00,0.00,0.00
93500040250H,0.00,0.00,0.00,0.00
93500040300G,0.00,0.00,0.00,0.00
93500040320G,0.00,0.00,0.00,0.00
93500040350G,0.00,0.00,0.00,0.00
93500040450G,0.00,0.00,0.00,0.00
93500050080A,0.00,0.00,0.00,0.00
93500050080G,0.00,0.00,0.00,0.00
93500050081H,0.00,0.00,0.00,0.00
93500050084J,0.00,0.00,0.00,0.00
93500050100A,0.00,0.00,0.00,0.00
93500050100G,0.00,0.00,0.00,0.00
93500050100H,0.00,0.00,0.00,0.00
93500050101G,0.00,0.00,0.00,0.00
93500050120A,0.00,0.00,0.00,0.00
93500050120G,0.00,0.00,0.00,0.00
93500050120H,0.00,0.00,0.00,0.00
93500050121H,0.00,0.00,0.00,0.00
93500050160G,0.00,0.00,0.00,0.00
93500050161G,0.00,0.00,0.00,0.00
93500050180G,0.00,0.00,0.00,0.00
93500050200A,0.00,0.00,0.00,0.00
93500050200G,0.00,0.00,0.00,0.00
93500050201A,0.00,0.00,0.00,0.00
93500050220G,0.00,0.00,0.00,0.00
93500050250A,0.00,0.00,0.00,0.00
93500050250B,0.00,0.00,0.00,0.00
93500050250G,0.00,0.00,0.00,0.00
93500050250H,0.00,0.00,0.00,0.00
93500050280A,0.00,0.00,0.00,0.00
93500050280G,0.00,0.00,0.00,0.00
93500050300G,0.00,0.00,0.00,0.00
93500050400G,0.00,0.00,0.00,0.00
93500060080A,0.00,0.00,0.00,0.00
93500060080B,0.00,0.00,0.00,0.00
9350006010,0.00,0.00,0.00,0.00
93500060100A,0.00,0.00,0.00,0.00
93500060101A,0.00,0.00,0.00,0.00
9350006016,0.00,0.00,0.00,0.00
93500060160A,0.00,0.00,0.00,0.00
9350006020,0.00,0.00,0.00,0.00
93500060220A,0.00,0.00,0.00,0.00
93500060250A,0.00,0.00,0.00,0.00
93516050250G,0.00,0.00,0.00,0.00
93600040120A,0.00,0.00,0.00,0.00
93600040120G,0.00,0.00,0.00,0.00
93600040121A,0.00,0.00,0.00,0.00
93600040121G,0.00,0.00,0.00,0.00
93600040161G,0.00,0.00,0.00,0.00
93600040401G,0.00,0.00,0.00,0.00
93600040451G,0.00,0.00,0.00,0.00
93600050080G,0.00,0.00,0.00,0.00
93600050140G,0.00,0.00,0.00,0.00
93600060160A,0.00,0.00,0.00,0.00
93700040180G,0.00,0.00,0.00,0.00
93700040181G,0.00,0.00,0.00,0.00
93700040201G,0.00,0.00,0.00,0.00
93700050080A,0.00,0.00,0.00,0.00
93700050120A,0.00,0.00,0.00,0.00
93700050160A,0.00,0.00,0.00,0.00
93700050160B,0.00,0.00,0.00,0.00
93700050200A,0.00,0.00,0.00,0.00
93700050250A,0.00,0.00,0.00,0.00
93700060350B,0.00,0.00,0.00,0.00
93700060500G,0.00,0.00,0.00,0.00
93700060650G,0.00,0.00,0.00,0.00
938910400607,0.00,0.00,0.00,0.00
938910400608,0.00,0.00,0.00,0.00
938910401008,0.00,0.00,0.00,0.00
938910401018,0.00,0.00,0.00,0.00
938910401019,0.00,0.00,0.00,0.00
938910401207,0.00,0.00,0.00,0.00
938910401407,0.00,0.00,0.00,0.00
938910401607,0.00,0.00,0.00,0.00
938910401608,0.00,0.00,0.00,0.00
938910401618,0.00,0.00,0.00,0.00
938910401619,0.00,0.00,0.00,0.00
938910402007,0.00,0.00,0.00,0.00
938910402200,0.00,0.00,0.00,0.00
938910500800,0.00,0.00,0.00,0.00
938910500807,0.00,0.00,0.00,0.00
938910500808,0.00,0.00,0.00,0.00
938910501007,0.00,0.00,0.00,0.00
938910501008,0.00,0.00,0.00,0.00
938910501200,0.00,0.00,0.00,0.00
938910501207,0.00,0.00,0.00,0.00
938910501208,0.00,0.00,0.00,0.00
938910501400,0.00,0.00,0.00,0.00
938910501418,0.00,0.00,0.00,0.00
938910501600,0.00,0.00,0.00,0.00
938910501607,0.00,0.00,0.00,0.00
938910501608,0.00,0.00,0.00,0.00
938910501808,0.00,0.00,0.00,0.00
938910502000,0.00,0.00,0.00,0.00
938910502007,0.00,0.00,0.00,0.00
938910502018,0.00,0.00,0.00,0.00
938910502200,0.00,0.00,0.00,0.00
938910502500,0.00,0.00,0.00,0.00
938910503008,0.00,0.00,0.00,0.00
938910504507,0.00,0.00,0.00,0.00
938910505008,0.00,0.00,0.00,0.00
938910601200,0.00,0.00,0.00,0.00
938920301017,0.00,0.00,0.00,0.00
938920301218,0.00,0.00,0.00,0.00
938920400608,0.00,0.00,0.00,0.00
938920400807,0.00,0.00,0.00,0.00
938920400808,0.00,0.00,0.00,0.00
938920400818,0.00,0.00,0.00,0.00
938920401008,0.00,0.00,0.00,0.00
938920401010,0.00,0.00,0.00,0.00
938920401018,0.00,0.00,0.00,0.00
938920401208,0.00,0.00,0.00,0.00
938920401407,0.00,0.00,0.00,0.00
938920401408,0.00,0.00,0.00,0.00
938920401418,0.00,0.00,0.00,0.00
938920401608,0.00,0.00,0.00,0.00
938920401808,0.00,0.00,0.00,0.00
938920401818,0.00,0.00,0.00,0.00
938920500808,0.00,0.00,0.00,0.00
938920501007,0.00,0.00,0.00,0.00
938920501008,0.00,0.00,0.00,0.00
938920501018,0.00,0.00,0.00,0.00
938920501208,0.00,0.00,0.00,0.00
938920501218,0.00,0.00,0.00,0.00
938920501408,0.00,0.00,0.00,0.00
938920501418,0.00,0.00,0.00,0.00
938920501607,0.00,0.00,0.00,0.00
938920501608,0.00,0.00,0.00,0.00
938920501610,0.00,0.00,0.00,0.00
938920502000,0.00,0.00,0.00,0.00
938920502007,0.00,0.00,0.00,0.00
938920502008,0.00,0.00,0.00,0.00
938920502009,0.00,0.00,0.00,0.00
938920502017,0.00,0.00,0.00,0.00
938920502500,0.00,0.00,0.00,0.00
938920502507,0.00,0.00,0.00,0.00
938920502508,0.00,0.00,0.00,0.00
938920503008,0.00,0.00,0.00,0.00
938920503507,0.00,0.00,0.00,0.00
938920503508,0.00,0.00,0.00,0.00
938920503518,0.00,0.00,0.00,0.00
938920504507,0.00,0.00,0.00,0.00
938920601418,0.00,0.00,0.00,0.00
938930301400,0.00,0.00,0.00,0.00
938930400807,0.00,0.00,0.00,0.00
938930401000,0.00,0.00,0.00,0.00
938930401207,0.00,0.00,0.00,0.00
938930401208,0.00,0.00,0.00,0.00
938930401217,0.00,0.00,0.00,0.00
938930401218,0.00,0.00,0.00,0.00
938930401617,0.00,0.00,0.00,0.00
938930402500,0.00,0.00,0.00,0.00
938930501008,0.00,0.00,0.00,0.00
938930501207,0.00,0.00,0.00,0.00
938930501208,0.00,0.00,0.00,0.00
938930501218,0.00,0.00,0.00,0.00
938930501407,0.00,0.00,0.00,0.00
938930501408,0.00,0.00,0.00,0.00
938930501600,0.00,0.00,0.00,0.00
938930601207,0.00,0.00,0.00,0.00
938930602018,0.00,0.00,0.00,0.00
938930602518,0.00,0.00,0.00,0.00
938940401200,0.00,0.00,0.00,0.00
938940501207,0.00,0.00,0.00,0.00
938940501400,0.00,0.00,0.00,0.00
938940501408,0.00,0.00,0.00,0.00
938940501607,0.00,0.00,0.00,0.00
938940501608,0.00,0.00,0.00,0.00
938940501800,0.00,0.00,0.00,0.00
938940501807,0.00,0.00,0.00,0.00
938940502007,0.00,0.00,0.00,0.00
938940502207,0.00,0.00,0.00,0.00
938940601609,0.00,0.00,0.00,0.00
9390122020,0.00,0.00,0.00,0.00
9390122021,0.00,0.00,0.00,0.00
9390122180,0.00,0.00,0.00,0.00
9390122210,0.00,0.00,0.00,0.00
9390122280,0.00,0.00,0.00,0.00
9390122310,0.00,0.00,0.00,0.00
9390122320,0.00,0.00,0.00,0.00
9390122380,0.00,0.00,0.00,0.00
9390122520,0.00,0.00,0.00,0.00
9390124180,0.00,0.00,0.00,0.00
9390124310,0.00,0.00,0.00,0.00
9390124320,0.00,0.00,0.00,0.00
9390124380,0.00,0.00,0.00,0.00
9390124410,0.00,0.00,0.00,0.00
9390124480,0.00,0.00,0.00,0.00
9390124481,0.00,0.00,0.00,0.00
9390124510,0.00,0.00,0.00,0.00
9390124580,0.00,0.00,0.00,0.00
9390124610,0.00,0.00,0.00,0.00
9390124680,0.00,0.00,0.00,0.00
9390124710,0.00,0.00,0.00,0.00
9390125080,0.00,0.00,0.00,0.00
9390125110,0.00,0.00,0.00,0.00
9390125120,0.00,0.00,0.00,0.00
9390125180,0.00,0.00,0.00,0.00
9390125280,0.00,0.00,0.00,0.00
9390125310,0.00,0.00,0.00,0.00
9390125320,0.00,0.00,0.00,0.00
9390125380,0.00,0.00,0.00,0.00
9390125420,0.00,0.00,0.00,0.00
9390126180,0.00,0.00,0.00,0.00
9390132120,0.00,0.00,0.00,0.00
9390132210,0.00,0.00,0.00,0.00
9390132220,0.00,0.00,0.00,0.00
9390132280,0.00,0.00,0.00,0.00
9390132320,0.00,0.00,0.00,0.00
9390134110,0.00,0.00,0.00,0.00
9390134120,0.00,0.00,0.00,0.00
9390134210,0.00,0.00,0.00,0.00
9390134310,0.00,0.00,0.00,0.00
9390134320,0.00,0.00,0.00,0.00
9390134380,0.00,0.00,0.00,0.00
9390134410,0.00,0.00,0.00,0.00
9390134420,0.00,0.00,0.00,0.00
9390134480,0.00,0.00,0.00,0.00
93901344G0,0.00,0.00,0.00,0.00
9390134580,0.00,0.00,0.00,0.00
9390135220,0.00,0.00,0.00,0.00
9390142480,0.00,0.00,0.00,0.00
9390234310,0.00,0.00,0.00,0.00
9390234380,0.00,0.00,0.00,0.00
93902343G0,0.00,0.00,0.00,0.00
9390322220,0.00,0.00,0.00,0.00
